frame_idx,timestamp,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle,left_shoulder_angle,right_shoulder_angle,class
0,0,26.029403947025163,21.30882114292298,80.55875043784913,88.16738021952092,78.11607075140037,108.94470221949236,drive
0,0,44.87765679832179,26.851782505476542,133.123687079128,145.3343134174035,72.6501833947471,86.04191711891055,drive
0,0,47.06829147273708,31.44564114433876,50.19999756848755,40.45449472454496,115.29752510689008,99.5532727032659,drive
0,0,20.771006395116917,38.071858065716974,112.82995814761038,107.8786392886134,75.4933010557483,46.50835529527368,drive
0,0,55.973600712939785,35.993948697099555,75.57558775899544,70.3636795789014,137.81662112415142,112.40814991550722,drive
0,0,30.360768700452837,38.72461816780466,101.33527215184604,100.4552606368832,46.09552015919799,50.96638172399058,drive
0,0,54.78102019155663,73.01364248455117,77.58488453368419,91.4064949816566,81.31641382126934,125.94979762162536,drive
0,0,91.72062498944273,85.1017457403715,79.51085405799816,87.74989004644183,51.81611930583946,164.07138272593576,drive
0,0,33.554883094023864,122.33632449956558,119.60753040423552,130.62511880864528,50.65760256769506,130.29448978358516,drive
0,0,11.621046677087596,50.82906158861819,118.05144904832764,92.16742556385768,56.12266765313738,49.46704659308238,drive
0,0,62.2309869886696,42.23165209430039,117.66501282564788,127.31967142704607,151.66696951053638,134.55143403062596,drive
0,0,38.89681232682853,26.355348521534623,130.9958013733245,133.67634692962832,103.19015737549626,125.935795830615,drive
0,0,51.51027914228391,35.51718773270215,78.64953460886676,81.8124159732557,140.38943255574117,123.54030435785812,drive
0,0,58.59762935497617,80.39786250118901,18.22695249742401,34.018848555828534,151.58745602039954,155.68329841064258,drive
0,0,42.73482560102741,31.77338516268868,116.92045620443376,96.0419747622674,96.0292515234596,93.95668625378796,drive
0,0,33.33730153137133,21.76715795648342,114.0004876632733,121.58356413420027,78.16019909038837,110.25463311899784,drive
0,0,119.37736478995528,62.68340682298543,78.90306772567803,33.11825866084068,96.55132458773662,95.97903047465066,drive
0,0,42.341920704604526,11.536549979996796,55.48200451078632,51.83583422561807,33.85121351097081,24.379573177183747,drive
0,0,68.89445977476369,10.692644181727992,35.645513960661,9.796077850146744,49.405166048919526,23.12519523207675,drive
0,0,70.08368834967223,110.31416565209209,44.142847740702784,76.95888312013646,58.62470038201308,91.26845460790416,drive
0,0,51.86396458085513,23.36511033233756,56.94785449169731,37.05142106189485,28.43008953945504,34.80526642059113,drive
0,0,82.55149862099485,35.593139143687935,75.5214232932029,86.3855091100793,83.79007187397778,45.32674653485784,drive
0,0,101.55246581332776,28.669993213155852,86.61712336512392,54.92332816939685,73.54448059626152,52.73823493712061,drive
0,0,90.9590018008069,80.8308443277131,80.14950654140547,34.371042081644774,80.26873926480232,89.16594676505656,drive
0,0,20.261929135341266,20.696433376016035,97.81448452387988,118.59665246775992,101.20420203055534,128.79444198204004,drive
0,0,82.67671767727273,94.32241312431788,20.21552176940429,94.8517828477586,93.16062800290833,92.50654562927896,drive
0,0,84.83940442759992,39.44969317776015,91.759118140822,37.61963508706303,72.86395101318739,40.59395223791797,drive
0,0,67.15430638871662,98.42152125768084,61.0199502421795,47.32030746146736,34.964223790128294,26.626980596433413,drive
0,0,92.4600535711142,54.44733307093277,37.391761703344905,36.17712834099216,32.40018983643311,38.40897278373232,drive
0,0,49.0251575494336,76.8484901003264,69.16976822805665,42.0228918701626,28.332277531410384,25.70155862249852,drive
0,0,92.51223331913604,52.04528422440566,95.09983936524937,68.79026577552662,21.905938900768405,35.84625171976045,drive
0,0,65.23542895892612,62.90243568638858,85.08398434490512,86.51683032217191,22.58118629754512,39.07515182550596,drive
0,0,32.506296878848374,78.13225711272423,16.884003314676033,42.92500794005293,58.19505565469194,52.97457366098296,drive
0,0,33.35277891259307,19.71224542827009,112.73683402502782,127.32382865021864,72.63124791098357,95.77387153000473,drive
0,0,9.796004092832096,37.237698570996656,15.05270311938392,42.622580436037104,46.7307067314143,28.21230873362908,drive
0,0,11.624960171200405,27.391556888234604,50.857142559292285,18.498124183919508,66.72074891578755,72.23988058102132,drive
0,0,40.41151971338762,90.0312405322561,15.266335124080388,41.45899360664114,68.21612567471908,56.54057450569064,drive
0,0,21.079710864043395,7.312146025988218,14.54235549583348,45.65701178371104,72.31034524963296,72.3932190894536,drive
0,0,26.44183812125604,51.85281799019218,68.7273838642683,29.872273576063435,45.62367667118487,73.78177206653703,drive
0,0,21.26210745127567,71.44789795780353,126.5094104405384,108.37768143139536,80.93960108215785,72.76467034753573,drive
0,0,76.31721352800348,31.029746256585813,92.98435927133858,102.66993453669582,114.32968008628148,19.198337599089893,drive
0,0,59.2324354029029,27.50188657090241,65.88410142952962,60.920914894747895,134.38270824153892,91.25547771770836,drive
0,0,38.12830732902208,98.03572190896313,61.84949204471877,89.3818912977241,42.961689615407145,144.4820243361469,drive
0,0,70.73112064568194,35.907758580722934,98.36037891187804,109.90954092364464,116.16766882666776,27.97026711746874,drive
0,0,65.96486020527988,39.843922353150425,131.8892981223697,52.88867479956927,89.48174832762278,85.14418374128404,drive
0,0,13.273006508634063,34.49003067119393,81.93753761887088,127.82402362286344,41.433051577276906,52.63226038572824,drive
0,0,22.05952418365949,25.11355400969613,137.29078443383148,50.032268460292165,42.6144169863398,51.58610642152986,drive
0,0,38.12162042031602,48.4578103803633,127.68905007726342,99.7741407801287,80.8526638785393,80.46916274582766,drive
0,0,23.389197019175374,89.44561924245546,84.72071389311999,120.78168991126132,63.244813677149054,109.82283774469434,drive
0,0,22.98672354192945,86.03270393664151,58.69618238784629,131.4001137751017,57.1134488402293,115.16605739994084,drive
0,0,24.70164828579193,79.18800237950478,74.55936276444922,79.78692101251417,142.53596592950285,142.89595845309495,drive
0,0,60.64528538980814,22.761774229111012,60.409587494894765,57.984014082945016,151.4116563560957,121.12612504920128,drive
0,0,68.59057747362026,13.991478873691944,50.651035970213336,50.08847508959833,153.14051142917808,108.4049412238682,drive
0,0,24.278925218584693,79.08589184775086,91.2405779119718,105.4205189789366,103.92001953324412,157.2157812562353,drive
0,0,29.315580333877143,90.95390397807446,81.17610568479786,79.93461398310407,132.66165803061372,158.966708809681,drive
0,0,72.39384983569481,43.78332611246022,99.1775286921752,127.60502554507612,99.01996948016397,35.99126010230752,drive
0,0,22.26777080304213,53.27609172141861,114.29373371313346,57.30065649719802,111.37810203113976,93.0942247065452,drive
0,0,95.0292199655696,58.507066781846895,91.62156502552624,113.79852409093868,99.56004885896417,37.349904873755314,drive
0,0,60.27940859291335,55.4255887133995,100.065951270795,133.62406080454025,34.11734596614067,52.80873432118068,drive
0,0,70.14017820596898,83.89454752473907,113.76922183959168,76.26375794371872,41.03834283773876,102.86439370920844,drive
0,0,91.43097180398836,56.10337799652365,103.61739132524922,111.083127346502,104.42084403110265,37.34824867652677,drive
0,0,70.79822004076073,95.7508600549674,100.17393005722909,53.54248637223329,48.1777056092494,59.64684532096486,drive
0,0,60.369257626165336,90.87585081025024,57.43277103013784,90.45770267617183,73.85988875284023,58.57963060951785,drive
0,0,68.1831746687911,82.56048904175651,52.35760570316315,86.83051103214025,74.38219774942127,53.47196831024305,drive
0,0,27.68673413008273,14.063906013709934,117.32721792456748,119.61070853683889,83.15047207812879,108.58437919030506,drive
0,0,29.3683588085367,29.70065451391482,40.16112898316939,36.09008920773569,117.09267836525092,42.0970362914866,drive
0,0,37.106105916856656,16.82443438146417,45.33734720261244,21.58863778681711,48.77167422526891,47.14157863361645,drive
0,0,41.15648315880557,26.618192533109266,33.36298536488169,27.366624966026365,135.36516261167026,44.40357999674029,drive
0,0,55.28068729461032,25.646790302064066,51.51622345864023,51.403744335688366,122.73440646476226,40.37030865781973,drive
0,0,40.7595102455512,99.5171127923643,13.18803416660938,44.41729062310408,42.14703761578537,94.9792815861948,drive
0,0,130.91623995111402,81.718094684591,81.85498425724401,65.92669390094916,120.98439958183982,98.04637780801237,drive
0,0,78.62578069133795,51.19601004911856,53.99563939792685,70.69467580473729,62.48712029475728,84.7183202056293,drive
0,0,103.77602034119552,91.77772696424998,48.45508095943431,70.17711784798071,74.05879929372772,108.8061404226236,drive
0,0,50.00311605616047,83.60982626338733,121.05140791396424,107.57483487388711,175.6639178808084,98.95762487043976,drive
0,0,73.93718993787097,33.64275491715872,49.253857948685415,61.43581834925777,62.04541127162864,70.48834879851263,drive
0,0,100.82244245801029,67.14908125382347,39.89912773902704,25.802636429303877,103.26322097594704,131.49904682536925,drive
0,0,31.26067956929944,14.058162715152642,90.65175553272005,93.41005395726066,70.29333545369424,61.18761515689442,drive
0,0,8.859334461161344,15.820320286471755,126.74097217714304,71.8671441639414,67.48318958917353,50.67307346033551,drive
0,0,63.12882501515532,21.804052783313104,84.15408389833355,56.38242423387472,104.25006770783142,27.11436369591106,drive
